,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set
1876,4384652,2,374.513,0.0,430.314,0.0,5.0,0.0,AFP
15636,10361364,1,492.354,0.0101,250.779,0.0103,9.694,1.48,UNK
12257,8585472,1,0.740688,2.58e-05,132.228,0.00659,2.65,1.97,AFP
8197,7199917,1,0.566743,3.5e-05,131.86,0.00899,1.885,9.5,NTP
11829,8579684,1,2.08871,2.84e-05,131.845,0.00701,6.036,5.82,NTP
9776,8024918,1,0.591714,1.11e-05,131.762,0.00311,2.329,1.6,AFP
809,3351945,4,1.07401,0.0,131.776,0.0,3.0,0.0,AFP
4514,5458779,1,3.51178,7.65e-05,132.458,0.0143,12.74,22.8,AFP
18041,11337372,2,100.828,0.000681,216.388,0.00591,8.152,0.942,PC
8438,7185487,1,0.534845,1.13e-05,131.713,0.00193,0.8434,0.137,NTP
897,3660828,1,0.561084,0.0,131.709,0.0,2.0,0.0,UNK
2663,4848695,3,1.38118,9.25e-06,131.743,0.00137,1.525,0.0722,AFP
4498,5385150,2,12.4237,0.000424,134.163,0.031,18.16,2.57,AFP
4803,4947556,2,13.0268,2.2e-05,139.147,0.00134,0.7628,0.208,PC
18859,10538176,1,12.699,4.56e-05,134.196,0.00307,3.148,0.337,PC
19486,11657371,2,0.841565,7.74e-06,132.093,0.0013,2.195,0.334,AFP
9034,6631188,1,2.51567,1.57e-05,133.519,0.00372,5.441,1.62,NTP
19341,12557713,2,7.21472,1.17e-06,136.031,0.000127,2.393,0.0136,AFP
2541,4860300,1,1.38336,2.18e-05,132.644,0.00631,2.495,1.92,UNK
8725,6621116,1,137.76,2.63e-05,173.165,0.00014,9.165,0.0116,AFP
4958,5217791,1,0.966849,1.27e-05,132.156,0.00461,6.342,17.7,NTP
19623,11812199,2,37.3203,5.57e-05,139.66,0.00123,10.52,0.0743,AFP
3515,4277242,1,0.818474,1.18e-05,132.059,0.00534,2.679,7.64,UNK
4892,5182131,1,610.904,0.0149,330.781,0.0183,9.468,0.791,UNK
10140,8045482,1,1.86284,1.33e-05,133.256,0.00308,2.857,0.277,UNK
16397,9777087,1,5.50812,2.24e-05,134.326,0.000883,3.588,0.0326,AFP
3118,3953173,1,2.41794,1.56e-05,132.505,0.00363,2.383,0.15,AFP
11908,8672910,1,39.6432,1.28e-05,166.954,0.000252,6.564,0.0215,PC
2184,4464689,1,3.19188,3.39e-05,133.522,0.00658,10.13,3.7,NTP
16616,9963667,2,1.49783,1.89e-05,132.731,0.00574,5.136,4.06,AFP
17633,11442175,1,0.727739,0.0,131.527,0.0,2.5,0.0,UNK
5240,5036966,1,62.7357,6.34e-05,152.219,0.00127,10.82,0.00749,AFP
7720,6948815,1,1.54145,0.0,132.051,0.0,3.0,0.0,AFP
2198,4633454,2,1.70568,1.79e-05,132.075,0.00427,4.782,0.895,AFP
18697,10684587,2,0.528241,3.01e-05,131.627,0.00627,1.571,2.27,AFP
8791,6675056,1,10.4433,1.8e-05,133.631,0.0014,2.75,0.259,AFP
1937,4920125,3,0.656948,3.22e-05,131.674,0.00846,0.8658,0.233,AFP
17056,9673338,2,1.10291,1.17e-05,131.64,0.00408,4.255,5.05,UNK
1418,3437557,3,4.67926,0.000185,132.971,0.0577,13.76,9.95,AFP
6455,6222884,1,2.91695,2.1e-05,132.169,0.00433,7.496,1.73,NTP
2734,4918303,1,21.1579,0.000267,150.584,0.0101,4.537,1.06,PC
209,2695110,1,44.1894,7.79e-05,165.801,0.00148,6.733,0.105,AFP
1347,3246890,2,3.31226,8.91e-06,132.262,0.00145,1.546,0.0559,AFP
14387,9328864,1,0.645846,7.94e-06,131.895,0.00129,1.127,0.119,AFP
13826,9631762,1,10.3558,1.56e-05,134.259,0.0012,2.809,0.228,PC
12836,8395203,1,1.05715,1.94e-05,131.867,0.00751,4.732,13.2,NTP
20173,11802875,1,0.68718,1.43e-05,132.134,0.00505,2.504,4.62,UNK
5562,5253802,1,8.79647,7.95e-05,134.31,0.00707,4.196,0.366,PC
15846,10064256,1,5.95965,3.51e-05,135.004,0.0044,2.903,0.145,PC
10223,8167922,3,1.02594,7.76e-06,132.319,0.0015,3.356,1.34,AFP
3989,5560691,2,0.740066,1.06e-06,131.928,0.000954,1.348,0.12,AFP
15173,8914779,1,0.987327,4.84e-06,131.889,0.0015,2.53,0.424,AFP
4859,4936524,1,1.67478,1.15e-05,132.442,0.00361,6.708,7.17,NTP
15931,10324412,1,0.865753,3.28e-06,131.638,0.000656,2.861,0.228,UNK
16294,10332883,1,1.15117,1.14e-06,132.078,0.00022,1.211,0.0189,PC
10284,8167978,1,22.0528,1.1e-05,151.552,0.000411,5.542,0.033,AFP
1853,4760946,2,1.41959,1.65e-05,131.946,0.00475,4.623,4.68,AFP
14646,9084820,2,0.693805,8.85e-06,132.065,0.00165,2.297,1.32,UNK
13472,8233802,1,69.38,0.000389,154.172,0.00473,3.331,1.36,AFP
320,2860788,1,2.62987,6.04e-08,132.068,1.67e-05,6.399,0.000917,UNK
10632,7660607,2,1.3817,9.65e-06,132.35,0.00261,4.612,2.51,UNK
4549,5646170,3,4.38361,4.43e-05,132.143,0.00697,6.268,1.11,AFP
11920,8772391,1,0.634738,1.08e-05,131.529,0.00275,1.541,0.596,UNK
6653,5899544,2,0.869708,3.12e-06,132.247,0.000747,1.556,0.0293,UNK
15724,10056931,1,2.27339,2.43e-05,131.882,0.00642,8.243,7.61,AFP
4319,5385838,6,12.4164,0.0001,134.588,0.0108,2.304,0.61,AFP
1875,4384652,1,374.513,0.0,430.921,0.0,6.0,0.0,AFP
4953,5184709,1,10.5791,2.43e-05,141.075,0.00179,1.577,0.111,AFP
125,1575977,3,0.693727,0.0,131.803,0.0,2.5,0.0,UNK
13559,9475552,2,6.56607,1.49e-05,134.495,0.0017,1.725,0.0873,PC
10881,7687705,1,562.497,0.00834,465.205,0.0112,10.92,1.39,UNK
20040,11666503,3,0.602972,8.66e-06,131.638,0.00182,1.92,0.929,NTP
17490,11187837,1,17.6046,2.13e-05,135.29,0.00102,3.794,0.123,PC
3873,5567711,1,1.79815,2.53e-05,132.464,0.00729,7.66,8.57,NTP
18773,10848097,1,15.9473,0.000118,137.499,0.00577,1.523,0.746,NTP
18087,11199228,3,2.04327,2.25e-05,132.189,0.00488,3.518,1.77,NTP
16149,10070331,1,3.87858,5.99e-05,133.658,0.0109,8.347,2.84,UNK
8649,6515722,1,3.81695,5.36e-06,131.793,0.000839,4.19,0.0373,AFP
2215,4752731,1,1.19296,1.63e-05,131.63,0.00607,4.548,8.23,UNK
152,2578404,1,0.872278,4.34e-06,132.028,0.0021,4.317,6.3,AFP
6572,6182093,3,50.9008,0.000767,150.314,0.00906,3.296,1.02,NTP
9963,8043968,1,0.779579,6.14e-06,131.712,0.00222,2.765,2.79,AFP
6339,6233466,2,15.8734,2.47e-06,135.627,0.000164,7.873,0.00415,AFP
2315,4544907,1,46.8775,0.00026,137.67,0.00472,9.74,0.653,PC
10159,8166299,2,1.66171,3.84e-05,132.858,0.0131,7.355,23.0,UNK
4360,5610698,1,4.13251,1.89e-07,132.893,3.65e-05,8.603,0.00129,UNK
11407,7467518,4,68.0431,0.000779,191.108,0.0089,3.795,1.19,UNK
16411,9838949,1,4.88086,1.08e-05,136.195,0.00156,2.539,0.0847,PC
1854,4774194,3,1.25487,2.46e-05,131.753,0.0157,1.574,1.49,UNK
18740,10537528,1,0.598281,5.38e-06,131.988,0.00101,1.559,0.638,AFP
13261,8382339,1,5.40596,9.88e-06,131.615,0.000937,2.819,0.0821,UNK
16413,9851142,1,8.4803,6.5e-08,135.855,5.86e-06,7.423,0.000362,AFP
6016,6147122,3,1.04468,1.14e-05,132.159,0.00382,3.927,1.35,UNK
20261,12257999,1,18.556,3.75e-05,132.064,0.00171,5.238,0.325,PC
15908,10130057,1,2.17814,1.74e-05,132.028,0.00431,2.49,0.276,AFP
2524,4736569,2,7.0739,5.64e-05,136.649,0.00638,2.512,0.602,PC
20124,11968463,6,6.06361,5.78e-05,136.146,0.00767,2.565,0.457,PC
14253,9282687,2,6.72064,5.98e-05,135.772,0.0121,12.83,0.23,NTP
5569,5298466,1,1.1713,1.44e-05,132.369,0.00542,3.035,3.18,AFP
3492,4069039,1,0.692682,1.26e-05,131.702,0.006,1.313,0.385,UNK
15095,9180282,2,1.39562,8.9e-06,131.96,0.00214,2.809,0.424,UNK
8811,6805146,2,13.7797,2.39e-05,145.273,0.0014,6.628,0.0952,AFP
5731,6287313,1,10.6279,6.06e-05,137.819,0.0045,4.566,0.577,PC
10772,7296086,1,0.89073,2.81e-06,131.899,0.000584,1.219,0.0352,AFP
18193,11098013,1,7.50786,1.73e-05,138.709,0.00168,5.267,0.115,PC
12462,8711548,1,18.7783,0.0,149.673,0.0,5.0,0.0,AFP
4106,5482030,3,1.89384,1.13e-05,131.605,0.0021,4.56,1.24,AFP
9816,7870250,1,0.580691,9.51e-06,131.751,0.00264,1.967,1.61,AFP
7282,6065934,2,0.690033,1.14e-05,132.022,0.00475,3.766,13.4,UNK
7455,6037624,1,2.52047,3.36e-05,133.419,0.00877,7.574,5.77,UNK
4602,5566206,1,1.08721,1.5e-05,131.969,0.00677,3.616,6.96,UNK
12555,8250687,1,2.19231,1.5e-05,133.114,0.00372,7.392,3.37,UNK
9470,6715434,1,1.5506,1.74e-05,133.032,0.00503,4.567,1.61,AFP
12478,8840117,5,1.03494,0.0,131.52,0.0,3.0,0.0,UNK
4276,5471010,1,12.4236,0.000246,141.709,0.0162,16.22,0.398,AFP
3915,5475187,1,0.623953,1.04e-05,131.894,0.00256,1.236,0.0774,AFP
1487,3459261,2,1.43599,5.37e-05,131.933,0.0139,7.28,39.4,NTP
6094,6273239,2,3.27092,3.12e-05,133.401,0.00648,6.105,0.719,UNK
9513,6586333,1,1.01986,7.05e-06,132.403,0.00219,2.898,0.934,UNK
12428,8542993,1,1.1994,2.48e-05,131.561,0.00642,5.047,13.4,AFP
279,1871483,1,14.1374,0.000138,136.683,0.00836,2.247,0.503,UNK
12907,8456728,1,0.943184,7.6e-06,132.426,0.00166,1.435,0.113,UNK
18762,10730838,1,7.88876,5.68e-05,138.789,0.00537,14.55,2.17,AFP
5007,5130740,1,210.306,3.83e-05,285.127,0.000122,6.643,0.0104,AFP
3080,4157849,1,1.68813,1.69e-05,132.235,0.00424,2.745,0.365,UNK
7652,7294135,3,0.574561,0.0,131.917,0.0,2.0,0.0,AFP
5186,5092266,1,44.87,0.00037,141.118,0.00732,4.049,1.41,PC
10588,7766113,1,0.83543,1.21e-05,131.597,0.00405,2.31,0.728,AFP
15097,9180566,2,3.26765,0.000106,132.318,0.0263,5.642,0.296,AFP
17742,11304436,1,5.66814,4.62e-05,135.683,0.0058,14.58,4.4,AFP
3224,3850331,1,1.60188,8.73e-06,132.63,0.00233,2.854,0.882,AFP
17228,9972385,2,3.37776,6.2e-05,134.257,0.0134,4.016,0.742,AFP
20026,12314750,2,3.34659,4.25e-05,133.797,0.00818,6.398,3.25,AFP
18590,10817620,1,2.94541,1.48e-05,133.553,0.00256,3.123,0.104,UNK
15955,10004519,1,9.80324,2.43e-05,138.511,0.00214,4.518,0.319,PC
6238,6383595,1,2.81538,3.05e-05,132.668,0.00599,4.797,0.68,NTP
9507,6541920,3,22.6871,2.91e-05,148.455,0.0011,5.611,0.164,PC
9992,7840502,1,1.58757,6.55e-05,131.704,0.0224,12.04,2.08,UNK
19153,10959320,2,2.44562,9.58e-06,132.318,0.00204,3.251,0.148,AFP
14754,8964050,1,1.41798,1.56e-05,132.639,0.00531,8.096,7.92,UNK
17943,11560037,2,0.733271,0.0,131.986,0.0,1.5,0.0,UNK
16093,10135362,1,3.04088,3.05e-05,133.213,0.00506,2.954,0.241,AFP
8674,6696580,1,25.5637,0.000128,145.206,0.00436,4.656,0.408,PC
7841,6936909,1,3.5465,9.25e-06,134.908,0.00164,2.219,0.16,PC
5125,5113794,1,1.11123,1.23e-05,131.89,0.00437,3.697,1.84,UNK
1684,3657547,1,9.97624,0.000253,134.9,0.0201,14.68,1.73,NTP
6810,5727773,3,1.36513,0.0,132.25,0.0,5.0,0.0,AFP
4905,5264764,2,1.90505,2.05e-05,132.758,0.00652,6.052,2.67,AFP
13811,9517393,2,56.7772,0.000297,181.094,0.00409,6.675,0.843,PC
3837,5390672,1,4.1143,4.06e-05,133.166,0.00643,5.582,1.05,AFP
14153,9406892,1,2.21313,1.52e-05,132.73,0.00386,3.277,0.386,AFP
6293,6356928,2,3.54527,2.91e-05,132.78,0.00484,6.136,0.172,UNK
5901,6186029,2,1.02607,1.6e-05,132.308,0.00255,3.5,0.684,UNK
15008,9020199,1,1.03695,9.97e-06,131.974,0.00627,3.121,1.23,NTP
7881,7174349,1,2.97415,1.58e-06,132.497,0.000292,1.589,0.0545,AFP
19206,10879208,1,1.33696,1.74e-06,132.828,0.000315,1.046,0.0496,AFP
8388,7269493,1,1.90782,2.46e-06,131.636,0.000554,1.769,0.0255,PC
2864,3847708,1,3.74123,4.29e-06,134.296,0.000769,2.376,0.0675,AFP
9781,8058127,1,0.900975,6.08e-06,131.841,0.00299,5.03,12.9,NTP
18208,11206038,1,0.52614,1.16e-05,132.018,0.00349,1.885,2.04,NTP
8081,7257363,1,5.23346,3.27e-05,133.139,0.0046,4.545,0.327,AFP
3963,5444491,1,0.759702,2.38e-05,131.831,0.00799,2.271,3.11,AFP
1121,3442058,1,1.43011,6.53e-06,131.553,0.00174,2.254,0.332,AFP
4973,5308666,1,0.784499,4.42e-06,131.994,0.000825,1.366,0.103,AFP
15602,10082844,2,0.694529,1.09e-05,131.76,0.00211,2.552,1.12,UNK
161,2715053,1,0.968256,1.22e-05,131.505,0.00454,4.51,10.0,AFP
522,1433399,3,2.12646,1.08e-05,132.854,0.0023,7.05,2.2,AFP
8934,6806632,2,9.46925,0.0,138.166,0.0,7.5,0.0,AFP
12830,8379547,1,6.04203,2.01e-07,132.205,2.64e-05,7.843,0.00117,UNK
16629,9663113,1,20.7403,3.04e-05,142.8,0.00121,10.31,0.21,PC
18523,10747445,1,4.59359,9.35e-07,134.89,0.000174,2.697,0.0126,AFP
9318,6509175,3,1.59946,1.04e-05,132.743,0.00161,2.13,0.0649,AFP
9770,7989079,1,0.629563,1.97e-05,131.606,0.00495,1.851,1.62,AFP
9208,6548709,1,2.4737,4.91e-05,133.69,0.0129,8.034,8.84,UNK
4645,5480040,1,0.619434,1.15e-05,131.801,0.00183,1.322,0.293,UNK
2438,4547480,2,2.21346,2.58e-06,133.567,0.000487,1.241,0.0733,UNK
2975,4348313,1,209.712,0.00215,262.779,0.00801,23.1,10.2,UNK
106,2974815,1,0.731707,1.15e-05,131.968,0.00233,1.064,0.147,UNK
3965,5462901,1,5.27072,0.0,136.18,0.0,1.5,0.0,AFP
11903,8646702,2,8.40427,0.000164,132.688,0.0156,16.31,2.55,UNK
4687,5389234,2,0.82383,7.4e-06,132.163,0.00461,3.464,0.863,AFP
11575,8517378,1,0.86917,1.15e-05,132.253,0.00415,3.52,5.59,NTP
17421,11100522,3,0.586113,1.21e-05,131.575,0.00356,2.135,2.96,AFP
17256,9776474,3,0.855398,1.61e-05,132.103,0.00381,3.011,1.33,AFP
6903,5972334,1,15.3588,2.52e-06,132.385,0.000131,4.178,0.0145,PC
12087,8631751,1,1.53052,4.55e-06,131.865,0.000566,0.5702,0.0803,PC
18641,10730034,2,6.18665,3.92e-05,136.633,0.00471,3.143,0.229,PC
8530,6960592,1,0.676129,1.05e-05,131.531,0.00184,1.488,0.175,AFP
8099,6952259,1,0.634051,8.59e-06,131.661,0.00131,2.002,0.901,UNK
11382,7777818,1,5.7817,3.37e-05,136.765,0.00432,2.275,0.232,AFP
10519,8111381,1,2.2338,5.82e-07,132.488,0.000154,2.755,0.00909,AFP
17077,9787239,3,22.7808,5.58e-05,132.422,0.00186,3.227,0.581,PC
6515,6182093,1,4.31176,2.51e-05,133.464,0.00339,12.09,4.33,AFP
12130,8556233,1,0.513938,7e-06,131.824,0.00184,1.585,0.697,UNK
12717,8432040,2,5.32803,5.5e-05,132.822,0.00743,14.26,3.63,AFP
17597,11037105,1,4.76017,3.78e-05,135.62,0.00496,13.74,1.25,AFP
8181,7116849,1,1.29783,1.57e-05,132.543,0.00627,4.414,2.87,UNK
2886,4074640,1,2.53584,1.71e-05,133.18,0.00318,5.197,0.701,UNK
11281,7431665,1,281.544,0.00819,171.567,0.0247,66.71,24.9,UNK
11328,7335972,1,0.579764,7.67e-06,131.799,0.00104,0.8387,0.0623,AFP
10453,8056286,1,2.87802,4.89e-05,133.594,0.00967,8.625,7.84,AFP
16171,10264728,4,0.850739,0.0,131.532,0.0,3.0,0.0,UNK
14424,9578833,2,0.525572,1.24e-05,131.861,0.0013,1.501,0.168,AFP
18644,10749766,1,0.8905,1.29e-05,131.948,0.00518,3.006,5.17,AFP
2575,4662336,1,2.96881,2.08e-05,132.438,0.00379,7.619,2.39,AFP
11491,7700590,1,1.50712,2.41e-07,132.085,9.55e-05,3.823,0.0056,AFP
329,1577912,1,0.601866,1.12e-05,132.03,0.00635,3.849,21.0,UNK
13554,9467345,2,2.20771,1.4e-05,132.718,0.00277,7.438,1.97,NTP
8368,7115200,1,0.56679,1.1e-05,131.811,0.00305,1.656,2.53,NTP
3312,4066898,1,1.34698,1.26e-05,132.63,0.00333,2.762,0.396,UNK
397,2445154,1,8.41217,3.27e-05,139.632,0.00315,4.103,0.191,AFP
6003,6447326,1,4.3177,7.65e-05,132.566,0.0129,9.658,2.74,UNK
5479,5039687,1,5.89506,0.000126,136.312,0.017,16.53,0.343,UNK
8462,6947095,1,0.566777,1.23e-05,131.826,0.00362,2.185,2.77,NTP
1648,3247503,2,0.895707,8.61e-06,131.536,0.0017,1.08,0.0872,AFP
14284,9473078,1,0.693834,3.97e-06,132.188,0.000794,1.3,0.37,PC
3160,4377638,2,2.8215,1.64e-05,131.629,0.00263,2.469,0.082,AFP
1758,3122913,1,11.6066,4.41e-05,134.413,0.00319,2.181,0.425,PC
407,2708221,1,1.89116,7.17e-06,132.749,0.00259,4.295,0.66,AFP
10422,7847927,2,70.3762,2.1e-05,180.343,0.00026,8.414,0.0189,AFP
12564,8264708,1,4.62835,7.82e-05,132.533,0.0113,12.22,3.92,AFP
625,1724719,1,5.79186,3.01e-05,133.351,0.00387,3.381,0.532,PC
350,2569488,1,1.52327,3.05e-06,132.335,0.000597,3.246,0.0528,AFP
12032,8701124,2,4.7224,9.82e-05,135.143,0.0146,10.34,4.01,AFP
3175,3869825,1,4.80065,2.38e-06,134.375,0.000364,7.752,0.0197,AFP
14369,9602775,1,3.55637,5.76e-05,133.579,0.0105,8.637,8.11,AFP
18748,10600540,4,0.607856,0.0,132.055,0.0,2.0,0.0,AFP
18199,11137180,1,6.07027,1.83e-05,135.316,0.00214,1.446,0.129,PC
5416,5025294,1,5.46269,8.41e-07,134.265,0.00012,3.224,0.0086,AFP
12364,8509703,1,1.84789,1.59e-05,131.581,0.00472,3.672,1.16,UNK
5911,6228306,1,0.609177,1.46e-05,131.901,0.00231,1.562,0.427,AFP
9779,8043299,1,0.957339,1.63e-05,132.351,0.00507,7.274,12.4,UNK
4141,5392089,2,1.47967,1.21e-05,131.625,0.00159,4.983,1.68,NTP
4382,5393589,1,0.655051,7.5e-06,131.772,0.00119,1.901,0.386,AFP
4392,5471068,1,12.4281,0.000207,141.32,0.0134,18.33,0.547,AFP
9540,6802081,2,0.890472,1.37e-05,132.195,0.00522,3.605,6.48,AFP
1938,4920125,4,0.656959,0.0,132.12,0.0,2.5,0.0,AFP
5924,6346698,2,1.22014,1.12e-05,131.941,0.0021,3.012,1.43,AFP
12034,8701327,1,4.25442,8.42e-08,133.828,1.75e-05,6.518,0.00154,UNK
17382,11296045,3,2.39568,3.83e-05,132.108,0.0107,3.838,0.165,AFP
1878,4458172,2,1.0549,5.32e-06,132.079,0.00134,1.954,0.322,AFP
7870,7103277,1,350.03,0.00847,321.122,0.0142,11.76,1.17,UNK
16002,10418224,1,6.87316,2.03e-06,138.153,0.00022,6.842,0.033,PC
17978,11294931,3,3.8693,6.44e-05,134.686,0.0112,11.38,8.83,UNK
15782,10026502,1,101.952,0.0013,206.348,0.00916,5.953,0.857,PC
7449,5980354,1,1.57308,1.02e-05,132.285,0.00212,4.408,0.46,UNK
13239,8277797,2,1.65389,3.62e-06,132.19,0.000816,1.649,0.0359,PC
46,2554853,1,3.51468,4.53e-05,132.251,0.00757,4.885,0.929,AFP
12148,8650155,3,1.27131,1.71e-05,132.158,0.00553,4.38,2.39,NTP
11152,7428489,2,2.19304,2.64e-05,132.778,0.00657,4.022,2.15,AFP
11882,8521128,2,1.17161,1.31e-05,131.759,0.0046,3.717,1.68,AFP
15696,10341704,1,423.49,0.00529,427.202,0.00547,14.06,1.57,UNK
14333,9409239,2,0.55056,2.36e-05,131.766,0.00454,1.506,0.371,UNK
16582,9772075,1,0.768845,1.57e-05,132.271,0.00324,2.625,0.802,AFP
3317,4141670,2,0.665856,1.33e-05,132.169,0.00264,1.519,0.354,NTP
11091,7427764,1,4.56379,2.22e-05,132.262,0.00341,2.537,0.231,PC
11884,8552719,1,88.4067,8.72e-05,176.274,0.000784,12.53,0.059,PC
16673,9964801,1,13.7246,4.72e-05,139.475,0.00256,6.775,0.413,PC
7612,5864975,1,98.7179,0.000191,131.587,0.00171,6.384,0.213,PC
15867,10257713,1,332.777,0.0222,290.98,0.0496,4.386,0.945,NTP
8718,6587458,1,1.02762,1.33e-05,131.646,0.00483,4.3,3.36,AFP
668,2986833,1,0.91218,1.05e-05,131.812,0.00211,1.211,0.135,PC
14068,9636283,2,0.649435,1.27e-05,132.043,0.00307,1.278,1.8,AFP
9640,7914906,2,8.75284,5.61e-05,138.484,0.0154,5.504,0.703,AFP
5339,5340878,1,0.539914,6.95e-06,131.554,0.00108,1.133,0.201,PC
12128,8556061,1,1.08066,1.08e-05,132.111,0.00155,2.537,0.499,NTP
17651,11618998,2,0.500515,1.02e-05,131.895,0.00218,2.046,2.45,AFP
10216,8123197,3,0.825248,1.46e-05,131.85,0.00741,2.775,5.88,UNK
2743,4458082,2,8.93489,3.46e-05,133.383,0.00305,2.101,0.175,PC
1270,3003991,1,7.24478,1.53e-07,131.86,1.76e-05,3.407,0.00134,AFP
20218,12506665,1,0.579987,9.69e-06,131.744,0.00109,1.291,0.45,UNK
19381,12691831,2,0.70944,7.79e-06,132.031,0.00169,2.531,1.86,UNK
1328,3758403,1,1.83102,1.1e-05,132.627,0.00141,2.859,0.106,AFP
2592,4770365,3,4.72944,2.33e-05,132.936,0.00358,2.195,0.383,PC
13978,9418508,1,11.0184,7.36e-05,140.307,0.00872,2.661,0.236,PC
12732,8218379,1,16.5711,3.72e-05,133.904,0.00183,2.928,0.423,PC
17765,11551652,1,1.19167,3.27e-05,131.937,0.0118,3.463,3.77,UNK
17295,9973633,1,0.51174,5.04e-06,131.589,0.000295,1.512,0.0559,AFP
7295,5732026,1,355.884,0.00641,446.143,0.0115,10.25,0.407,NTP
15178,8955709,1,0.942985,5.64e-06,131.779,0.00094,1.165,0.137,AFP
7124,5788363,1,5.02353,5.09e-05,135.701,0.00673,13.65,2.73,AFP
1200,3728701,1,51.1314,0.000421,137.169,0.00674,6.31,0.601,PC
6534,6311637,1,1.62081,7.47e-08,132.728,1.99e-05,4.197,0.00159,UNK
6129,6463436,1,0.538855,8.02e-06,131.888,0.0049,2.092,0.479,NTP
712,2720594,1,3.74589,0.00899,134.929,1.66,8.317,310.0,AFP
10740,7553235,2,0.543686,9.84e-06,131.521,0.00173,1.969,1.2,UNK
4942,5088308,1,0.868371,3.13e-05,131.521,0.00646,3.232,13.7,AFP
5196,5185897,2,6.8344,1.48e-05,136.861,0.00163,2.218,0.0519,PC
7457,6037990,1,0.94155,1.4e-05,132.196,0.00671,1.024,0.0988,AFP
18536,10864656,1,52.5009,0.000149,171.521,0.00235,14.88,0.248,PC
6536,6311891,1,7.51757,6.76e-05,137.575,0.00692,2.577,0.371,PC
4937,5021899,1,21.8129,7.31e-05,152.198,0.00275,4.376,0.796,PC
7830,7221108,1,497.144,0.0106,337.886,0.0139,10.73,1.34,UNK
8073,7199397,1,105.88,0.000119,156.992,0.000899,18.23,0.062,PC
14614,8879915,1,1.72132,0.0,132.527,0.0,2.5,0.0,UNK
7497,5881108,1,3.13268,9.16e-05,131.878,0.0238,6.101,0.364,UNK
11223,7455287,1,8.01081,1.92e-05,138.164,0.0018,3.093,0.498,PC
19761,11962284,1,8.83916,3.97e-05,135.551,0.0035,1.963,0.769,PC
3288,3834360,1,2.90845,2.65e-06,132.317,0.000509,1.685,0.0721,AFP
11291,7517261,2,8.54331,6.92e-05,137.997,0.00637,6.036,0.223,PC
4536,5556726,1,0.962809,5.64e-06,132.211,0.00133,2.402,0.367,AFP
18296,11499263,1,46.6982,5.27e-06,167.698,8.8e-05,3.563,0.00786,AFP
15400,9201644,3,1.31963,1.54e-05,132.487,0.00484,3.992,3.32,AFP
8638,6881829,1,5.47223,0.000195,131.629,0.0289,15.56,5.34,NTP
10997,7668648,1,27.8192,1.37e-05,158.1,0.000395,7.341,0.0485,AFP
17046,9970396,1,235.298,0.00105,357.544,0.00319,75.42,0.2,UNK
19319,12519942,1,15.3415,0.000103,134.991,0.00545,1.88,0.568,UNK
7077,5894044,1,0.715166,1.24e-05,132.198,0.0025,2.615,1.46,AFP
14594,9119536,2,6.28473,9.6e-05,135.688,0.0117,14.71,3.25,AFP
16838,9820483,1,3.5841,1.77e-06,134.588,0.000329,2.783,0.0872,PC
13217,8183389,1,32.44,0.0,142.263,0.0,3.0,0.0,AFP
8570,7217483,2,2.03123,2.7e-05,132.805,0.00811,3.987,0.126,UNK
18857,10518399,1,2.69642,1.27e-05,132.979,0.00289,3.464,0.182,AFP
7221,6057233,1,4.49237,7.58e-05,132.08,0.0132,14.76,15.6,AFP
16237,10332789,1,18.7407,7.87e-07,135.207,3.61e-05,5.208,0.00259,AFP
9451,6584273,1,51.1108,0.000343,143.779,0.00556,7.915,0.675,PC
19083,10858117,1,338.788,0.0,260.27,0.0,7.5,0.0,UNK
17960,11090556,1,2.78813,1.38e-05,131.861,0.003,3.165,0.136,PC
10204,8046659,1,31.569,2.25e-05,158.3,0.000555,2.644,0.0513,AFP
9241,6842139,2,1.44762,3.24e-05,132.67,0.0167,2.417,0.485,AFP
4997,5088400,1,8.82719,3.96e-05,139.731,0.0036,2.52,0.337,PC
7548,5857836,1,2.47941,4.69e-05,132.508,0.0131,5.628,0.277,UNK
10530,8174306,1,0.610623,5.88e-06,131.708,0.00164,2.094,2.51,AFP
10238,7878396,2,0.62315,2.38e-05,131.618,0.00819,2.147,1.44,AFP
6860,5688683,1,2.79065,4.86e-06,133.153,0.000678,0.814,0.0484,PC
9288,6752002,1,6.08008,1.58e-05,136.879,0.00188,1.231,0.0974,PC
7776,7286531,1,340.133,0.00955,442.133,0.0194,15.2,1.01,NTP
13631,9549471,2,15.7139,6.61e-05,137.326,0.00333,5.369,0.651,AFP
20171,11802860,1,0.557307,1.53e-06,131.577,0.000168,1.321,0.00646,AFP
13743,9480189,1,6.58147,4.87e-06,135.3,0.000512,3.28,0.103,PC
7635,7203179,1,2.24571,0.0,133.272,0.0,5.0,0.0,UNK
2965,4175105,1,0.608171,1.12e-05,131.638,0.00157,0.863,0.0807,AFP
17230,9972385,4,0.844469,8.89e-06,132.213,0.00246,2.584,3.15,UNK
10148,8105398,1,224.151,0.00175,341.029,0.00555,12.76,0.621,AFP
5174,5008689,1,438.656,0.0114,544.085,0.0155,11.78,1.36,UNK
14709,9091730,1,0.719566,1.11e-05,131.65,0.0022,1.344,0.935,UNK
